Symbol,Name,Sector,Industry
UZB,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
X,United States Steel Corporation,Basic Industries,Steel/Iron Ore
UTX,United Technologies Corporation,Capital Goods,Aerospace
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UTL,UNITIL Corporation,Public Utilities,Power Generation
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
UBX,"Unity Biotechnology, Inc.",Health Care,Major Pharmaceuticals
UNVR,Univar Inc.,Consumer Durables,Specialty Chemicals
UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling
OLED,Universal Display Corporation,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers
ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services
UUU,"Universal Security Instruments, Inc.",Consumer Non-Durables,Electronic Components
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore
UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services
UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks
UNM,Unum Group,Finance,Accident &Health Insurance
UNMA,Unum Group,Finance,Accident &Health Insurance
UMRX,Unum Therapeutics Inc.,Health Care,Major Pharmaceuticals
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
UQM,UQM Technologies Inc.,Capital Goods,Industrial Machinery/Components
URG,Ur Energy Inc,Basic Industries,Precious Metals
UEC,Uranium Energy Corp.,Basic Industries,Precious Metals
UE,Urban Edge Properties,Finance,Real Estate
UONE,"Urban One, Inc. ",Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors
USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution
USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services
USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals
USDP,USD Partners LP,Transportation,Railroads
USG,USG Corporation,Capital Goods,Building Materials
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments
VFC,V.F. Corporation,Consumer Non-Durables,Apparel
EGY,"VAALCO Energy, Inc. ",Energy,Oil & Gas Production
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VLRX,"Valeritas Holdings, Inc.",Health Care,Medical/Dental Instruments
VLO,Valero Energy Corporation,Energy,Integrated oil Companies
VHI,"Valhi, Inc.",Basic Industries,Major Chemicals
VLY,Valley National Bancorp,Finance,Major Banks
VLY^A,Valley National Bancorp,Finance,Major Banks
VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications
VALU,"Value Line, Inc.",Finance,Investment Managers
VVV,Valvoline Inc.,Basic Industries,Major Chemicals
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VEAC,Vantage Energy Acquisition Corp.,Finance,Business Services
VEACU,Vantage Energy Acquisition Corp.,Finance,Business Services
VEACW,Vantage Energy Acquisition Corp.,Finance,Business Services
VREX,Varex Imaging Corporation,Capital Goods,Industrial Machinery/Components
VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VXRT,"Vaxart, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VBIV,"VBI Vaccines, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VTIQ,VectoIQ Acquisition Corp.,Finance,Business Services
VTIQU,VectoIQ Acquisition Corp.,Finance,Business Services
VTIQW,VectoIQ Acquisition Corp.,Finance,Business Services
VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling
VVC,Vectren Corporation,Public Utilities,Natural Gas Distribution
VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",Consumer Services,Real Estate Investment Trusts
VTR,"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",Health Care,Medical Specialities
VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PAY,"Verifone Systems, Inc.",Miscellaneous,Office Equipment/Supplies/Services
VRNT,Verint Systems Inc.,Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VERI,"Veritone, Inc.",Technology,EDP Services
VZ,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment
VZA,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment
VET,Vermilion Energy Inc.,Energy,Oil & Gas Production
VRML,"Vermillion, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRCA,Verrica Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VSAR,"Versartis, Inc.",Health Care,Major Pharmaceuticals
VRS,Verso Corporation,Basic Industries,Paper
VSM,"Versum Materials, Inc.",Basic Industries,Major Chemicals
VTNR,"Vertex Energy, Inc",Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
VERU,Veru Inc.,Basic Industries,Specialty Chemicals
VIA,Viacom Inc.,Consumer Services,Television Services
VIAB,Viacom Inc.,Consumer Services,Television Services
VVI,Viad Corp,Miscellaneous,Business Services
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,Technology,Semiconductors
VICL,Vical Incorporated,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
VCTR,"Victory Capital Holdings, Inc.",Finance,Investment Managers
VRAY,"ViewRay, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties
VHC,VirnetX Holding Corp,Miscellaneous,Multi-Sector Companies
VTSI,"VirTra, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTU,Virtusa Corporation,Technology,EDP Services
V,Visa Inc.,Miscellaneous,Business Services
VSH,"Vishay Intertechnology, Inc.",Capital Goods,Electrical Products
VPG,"Vishay Precision Group, Inc.",Capital Goods,Electrical Products
VGZ,Vista Gold Corporation,Basic Industries,Precious Metals
VSTO,Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories
VTGN,"VistaGen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
DYNC,Vistra Energy Corp.,Public Utilities,Electric Utilities: Central
VTL,"Vital Therapies, Inc.",Health Care,Major Pharmaceuticals
VSI,"Vitamin Shoppe, Inc",Consumer Non-Durables,Food Chains
VIVE,"Viveve Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VSLR,"Vivint Solar, Inc.",Capital Goods,Building Products
VVUS,"VIVUS, Inc.",Health Care,Major Pharmaceuticals
VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software
VOC,VOC Energy Trust,Energy,Oil & Gas Production
VCRA,"Vocera Communications, Inc.",Consumer Durables,Telecommunications Equipment
VISI,"Volt Information Sciences, Inc.",Technology,Professional Services
VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts
VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components
VOYA,"Voya Financial, Inc.",Finance,Life Insurance
VYGR,"Voyager Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,Health Care,Major Pharmaceuticals
VMC,Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VUZI,Vuzix Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
WTI,"W&T Offshore, Inc.",Energy,Oil & Gas Production
WPC,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts
WRB,W.R. Berkley Corporation,Finance,Property-Casualty Insurers
GRA,W.R. Grace & Co.,Basic Industries,Major Chemicals
GWW,"W.W. Grainger, Inc.",Consumer Services,Office Equipment/Supplies/Services
WNC,Wabash National Corporation,Capital Goods,Construction/Ag Equipment/Trucks
WBC,Wabco Holdings Inc.,Capital Goods,Auto Manufacturing
WDR,"Waddell & Reed Financial, Inc.",Finance,Investment Bankers/Brokers/Service
WAGE,"WageWorks, Inc.",Miscellaneous,Business Services
WBA,"Walgreens Boots Alliance, Inc.",Health Care,Medical/Nursing Services
WD,"Walker & Dunlop, Inc.",Finance,Finance: Consumer Services
WMT,Walmart Inc.,Consumer Services,Department/Specialty Retail Stores
DIS,Walt Disney Company (The),Consumer Services,Television Services
HCC,"Warrior Met Coal, Inc.",Energy,Coal Mining
WAFD,"Washington Federal, Inc.",Finance,Major Banks
WAFDW,"Washington Federal, Inc.",Finance,Major Banks
WPG,Washington Prime Group Inc.,Consumer Services,Real Estate Investment Trusts
WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks
WCN,"Waste Connections, Inc.",Public Utilities,Environmental Services
WM,"Waste Management, Inc.",Public Utilities,Environmental Services
WAT,Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WSBF,"Waterstone Financial, Inc.",Finance,Savings Institutions
WSO,"Watsco, Inc.",Consumer Durables,Industrial Machinery/Components
WTS,"Watts Water Technologies, Inc.",Capital Goods,Metal Fabrications
W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution
WSTG,"Wayside Technology Group, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
WCFB,"WCF Bancorp, Inc.",Finance,Major Banks
WDFC,WD-40 Company,Basic Industries,Major Chemicals
WEB,"Web.com Group, Inc.",Technology,Computer Software: Prepackaged Software
WBS,Webster Financial Corporation,Finance,Major Banks
WEC,"WEC Energy Group, Inc.",Public Utilities,Power Generation
WTW,Weight Watchers International Inc,Consumer Services,Other Consumer Services
WRI,Weingarten Realty Investors,Consumer Services,Real Estate Investment Trusts
WMK,"Weis Markets, Inc.",Consumer Services,Food Chains
WCG,"WellCare Health Plans, Inc.",Health Care,Medical Specialities
WEBK,"Wellesley Bancorp, Inc.",Finance,Banks
WFC,Wells Fargo & Company,Finance,Major Banks
WELL,Welltower Inc.,Consumer Services,Real Estate Investment Trusts
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",Finance,Major Banks
WAIR,"Wesco Aircraft Holdings, Inc.",Capital Goods,Wholesale Distributors
WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment
WTBA,West Bancorporation,Finance,Major Banks
WST,"West Pharmaceutical Services, Inc.",Basic Industries,Specialty Chemicals
WABC,Westamerica Bancorporation,Finance,Major Banks
WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment
WAL,Western Alliance Bancorporation,Finance,Major Banks
WALA,Western Alliance Bancorporation,Finance,Major Banks
WMC,Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts
WRN,Western Copper and Gold Corporation,Basic Industries,Precious Metals
WDC,Western Digital Corporation,Technology,Electronic Components
WGP,"Western Gas Equity Partners, LP",Public Utilities,Natural Gas Distribution
WES,"Western Gas Partners, LP",Public Utilities,Natural Gas Distribution
WNEB,"Western New England Bancorp, Inc.",Finance,Savings Institutions
WU,Western Union Company (The),Miscellaneous,Business Services
WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads
WLK,Westlake Chemical Corporation,Basic Industries,Major Chemicals
WLKP,Westlake Chemical Partners LP,Basic Industries,Major Chemicals
WMLP,"Westmoreland Resource Partners, LP",Energy,Coal Mining
WPRT,Westport Fuel Systems Inc,Energy,Industrial Machinery/Components
WWR,"Westwater Resources, Inc.",Basic Industries,Precious Metals
WHG,Westwood Holdings Group Inc,Finance,Investment Managers
WEX,WEX Inc.,Miscellaneous,Business Services
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WY,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts
WPM,Wheaton Precious Metals Corp.,Basic Industries,Precious Metals
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances
WTM,"White Mountains Insurance Group, Ltd.",Finance,Property-Casualty Insurers
WSR,Whitestone REIT,Consumer Services,Real Estate Investment Trusts
WLL,Whiting Petroleum Corporation,Energy,Oil & Gas Production
WOW,"WideOpenWest, Inc.",Consumer Services,Television Services
WYY,WidePoint Corporation,Technology,EDP Services
WRD,WildHorse Resource Development Corporation,Energy,Oil & Gas Production
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WMB,"Williams Companies, Inc. (The)",Public Utilities,Natural Gas Distribution
WPZ,Williams Partners LP,Public Utilities,Natural Gas Distribution
WSM,"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings
WLFC,Willis Lease Finance Corporation,Consumer Durables,Industrial Specialties
WIN,"Windstream Holdings, Inc.",Public Utilities,Telecommunications Equipment
WING,Wingstop Inc.,Consumer Services,Restaurants
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WGO,"Winnebago Industries, Inc.",Consumer Non-Durables,Homebuilding
WTFC,Wintrust Financial Corporation,Finance,Major Banks
WTFCM,Wintrust Financial Corporation,Finance,Major Banks
WTFCW,Wintrust Financial Corporation,Finance,Major Banks
WTT,"Wireless Telecom Group,  Inc.",Capital Goods,Electrical Products
WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service
WMIH,WMIH Corp.,Finance,Finance: Consumer Services
WWW,"Wolverine World Wide, Inc.",Consumer Non-Durables,Shoe Manufacturing
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
WDAY,"Workday, Inc.",Technology,EDP Services
WKHS,"Workhorse Group, Inc.",Capital Goods,Auto Manufacturing
WK,Workiva Inc.,Technology,Computer Software: Prepackaged Software
WRLD,World Acceptance Corporation,Finance,Finance: Consumer Services
